case,subject,condition,description,source_rigid_obj,target_mesh,fit_vertices,eval_full_no_eye_vertices,eval_eye_soft_vertices,fixed_eye_vertices,eye_fixed_max,eye_fixed_mean,displacement_mean,displacement_p90,displacement_max,full_median_before,full_median_local,full_median_after,full_p90_before,full_p90_after,nose_median_before,nose_median_local,nose_median_after,nose_p90_before,nose_p90_after,midface_median_before,midface_median_after,history_passes,eye_ellipse_count
002_1_neutral,002,no_nasal_depth_contours,"Keeps eye/orbit exclusion and local anatomical regions, but removes depth-ordered nasal contour staging.",${PAPERFIT_ROOT}/research_rigid_upright_hardgate_allpairs_mergedpass_20260622/002_1_neutral/002_1_neutral_similarity_icp_regframe.obj,${PAPERFIT_ROOT}/prepared_001_020_cv/pairs/002_18_eye_closed/mesh.ply,32200,32200,5319,5319,0.0,0.0,0.0033753875513650726,0.0058046326889250165,0.01551440150116137,0.010488785437093568,0.01059451038171114,0.007793136194197978,0.022328213333442207,0.016908887755029463,0.013362094105928032,0.00804505031929079,0.006674517012633055,0.026861193254441317,0.015416299847544336,0.008595977355887052,0.005484754110543649,8,2
002_1_neutral,002,no_region_weights,"Keeps eye/orbit exclusion and depth contours, but removes additional nasal/midface correspondence weights.",${PAPERFIT_ROOT}/research_rigid_upright_hardgate_allpairs_mergedpass_20260622/002_1_neutral/002_1_neutral_similarity_icp_regframe.obj,${PAPERFIT_ROOT}/prepared_001_020_cv/pairs/002_18_eye_closed/mesh.ply,32200,32200,5319,5319,0.0,0.0,0.004169069784279513,0.006209535133822353,0.02267010266771272,0.010488785437093568,0.009302557124095192,0.007076439229491099,0.022328213333442207,0.01696783451540686,0.013362094105928032,0.005707982764670666,0.005059888943038675,0.026861193254441317,0.011571701605717563,0.008595977355887052,0.003421963785327324,16,2
002_10_dimpler,002,proposed_S8,"Eye/orbit exclusion, nasal depth-contour staging, and nasal/midface weights.",${PAPERFIT_ROOT}/research_rigid_upright_hardgate_allpairs_mergedpass_20260622/002_10_dimpler/002_10_dimpler_similarity_icp_regframe.obj,${PAPERFIT_ROOT}/prepared_001_020_cv/pairs/002_18_eye_closed/mesh.ply,32130,32130,5423,5423,0.0,0.0,0.003381582369492549,0.006624633899361813,0.01670086008555842,0.009043001941797609,0.007715555940585041,0.0060217924853161724,0.02332993314776423,0.017554441317379602,0.009522276269967635,0.0048900253167139685,0.004233769416701191,0.018849868455511523,0.008587325751546443,0.0073688917397751056,0.003344134101270045,16,2
002_10_dimpler,002,no_eye_exclusion,Allows eyes-open source eye/orbit vertices to participate in fitting.,${PAPERFIT_ROOT}/research_rigid_upright_hardgate_allpairs_mergedpass_20260622/002_10_dimpler/002_10_dimpler_similarity_icp_regframe.obj,${PAPERFIT_ROOT}/prepared_001_020_cv/pairs/002_18_eye_closed/mesh.ply,35709,32130,5423,0,0.0,0.0,0.005094631290366508,0.007492485684876069,0.01623570130699781,0.009043001941797609,0.00719187144469333,0.0055023469546541665,0.02332993314776423,0.01817034406968527,0.009522276269967635,0.00470098970226177,0.004121810349079898,0.018849868455511523,0.008721038510750973,0.0073688917397751056,0.0033011985376849287,16,2
002_10_dimpler,002,no_nasal_depth_contours,"Keeps eye/orbit exclusion and local anatomical regions, but removes depth-ordered nasal contour staging.",${PAPERFIT_ROOT}/research_rigid_upright_hardgate_allpairs_mergedpass_20260622/002_10_dimpler/002_10_dimpler_similarity_icp_regframe.obj,${PAPERFIT_ROOT}/prepared_001_020_cv/pairs/002_18_eye_closed/mesh.ply,32130,32130,5423,5423,0.0,0.0,0.0027070616242889237,0.005824871037012595,0.012485103372406808,0.009043001941797609,0.008657220940856407,0.0066921948920598525,0.02332993314776423,0.017827600440101225,0.009522276269967635,0.006155881621135504,0.005319727271514308,0.018849868455511523,0.010688658798059903,0.0073688917397751056,0.004970072331357605,8,2
002_10_dimpler,002,no_region_weights,"Keeps eye/orbit exclusion and depth contours, but removes additional nasal/midface correspondence weights.",${PAPERFIT_ROOT}/research_rigid_upright_hardgate_allpairs_mergedpass_20260622/002_10_dimpler/002_10_dimpler_similarity_icp_regframe.obj,${PAPERFIT_ROOT}/prepared_001_020_cv/pairs/002_18_eye_closed/mesh.ply,32130,32130,5423,5423,0.0,0.0,0.0033718637619329435,0.006597632174333022,0.016502223301757074,0.009043001941797609,0.00771866745471635,0.006040043594598326,0.02332993314776423,0.01756250428811559,0.009522276269967635,0.0048899401564242075,0.0044178797943058784,0.018849868455511523,0.008931108028532803,0.0073688917397751056,0.0033828808168967738,16,2
003_1_neutral,003,proposed_S8,"Eye/orbit exclusion, nasal depth-contour staging, and nasal/midface weights.",${PAPERFIT_ROOT}/research_rigid_upright_hardgate_allpairs_mergedpass_20260622/003_1_neutral/003_1_neutral_similarity_icp_regframe.obj,${PAPERFIT_ROOT}/prepared_001_020_cv/pairs/003_18_eye_closed/mesh.ply,33068,33068,3945,3945,0.0,0.0,0.004227388322388928,0.008338916454347228,0.021634671958196853,0.008550141759789309,0.007795098935774044,0.006656152833599079,0.02286937873924024,0.017768915046198763,0.01927707491541749,0.00819797753707533,0.007238382481215658,0.03369136736736992,0.017576613068309755,0.012894011725628455,0.005375039697455693,16,2
003_1_neutral,003,no_eye_exclusion,Allows eyes-open source eye/orbit vertices to participate in fitting.,${PAPERFIT_ROOT}/research_rigid_upright_hardgate_allpairs_mergedpass_20260622/003_1_neutral/003_1_neutral_similarity_icp_regframe.obj,${PAPERFIT_ROOT}/prepared_001_020_cv/pairs/003_18_eye_closed/mesh.ply,35709,33068,3945,0,0.0,0.0,0.008095857365511652,0.010900167906048095,0.02297176647238793,0.008550141759789309,0.008203403540228239,0.006731238927810026,0.02286937873924024,0.017213521904529346,0.01927707491541749,0.00794978367924071,0.007010200109843715,0.03369136736736992,0.015881226514625237,0.012894011725628455,0.005364026488840947,16,2
003_1_neutral,003,no_nasal_depth_contours,"Keeps eye/orbit exclusion and local anatomical regions, but removes depth-ordered nasal contour staging.",${PAPERFIT_ROOT}/research_rigid_upright_hardgate_allpairs_mergedpass_20260622/003_1_neutral/003_1_neutral_similarity_icp_regframe.obj,${PAPERFIT_ROOT}/prepared_001_020_cv/pairs/003_18_eye_closed/mesh.ply,33068,33068,3945,3945,0.0,0.0,0.0036485573287310417,0.006284084645438648,0.017001532335457495,0.008550141759789309,0.00837274097260196,0.007069691550230579,0.02286937873924024,0.01802345698106819,0.01927707491541749,0.01116700086931184,0.009185679399966673,0.03369136736736992,0.021454028174302246,0.012894011725628455,0.007767732942140482,8,2
003_1_neutral,003,no_region_weights,"Keeps eye/orbit exclusion and depth contours, but removes additional nasal/midface correspondence weights.",${PAPERFIT_ROOT}/research_rigid_upright_hardgate_allpairs_mergedpass_20260622/003_1_neutral/003_1_neutral_similarity_icp_regframe.obj,${PAPERFIT_ROOT}/prepared_001_020_cv/pairs/003_18_eye_closed/mesh.ply,33068,33068,3945,3945,0.0,0.0,0.004219465808165739,0.008348053430246678,0.021233367684376798,0.008550141759789309,0.007797546745627286,0.006678769361021372,0.02286937873924024,0.017821999126241193,0.01927707491541749,0.008253371279974088,0.007591145011511211,0.03369136736736992,0.017952105012470566,0.012894011725628455,0.005461732985733382,16,2
003_10_dimpler,003,proposed_S8,"Eye/orbit exclusion, nasal depth-contour staging, and nasal/midface weights.",${PAPERFIT_ROOT}/research_rigid_upright_hardgate_allpairs_mergedpass_20260622/003_10_dimpler/003_10_dimpler_similarity_icp_regframe.obj,${PAPERFIT_ROOT}/prepared_001_020_cv/pairs/003_18_eye_closed/mesh.ply,31947,31947,5574,5574,0.0,0.0,0.0030117899514179275,0.006941882152719534,0.01892985242902126,0.008808149102302074,0.007925915501765596,0.006925588054847216,0.03215783022352748,0.026124740030721745,0.01266266951356904,0.008875537578829818,0.007937486175928718,0.03657921351416962,0.024849606803294098,0.010322021739159306,0.005806654107373754,16,2
003_10_dimpler,003,no_eye_exclusion,Allows eyes-open source eye/orbit vertices to participate in fitting.,${PAPERFIT_ROOT}/research_rigid_upright_hardgate_allpairs_mergedpass_20260622/003_10_dimpler/003_10_dimpler_similarity_icp_regframe.obj,${PAPERFIT_ROOT}/prepared_001_020_cv/pairs/003_18_eye_closed/mesh.ply,35709,31947,5574,0,0.0,0.0,0.004750495164119743,0.008611475074577544,0.018644422081458,0.008808149102302074,0.008346150941304711,0.006974508335526381,0.03215783022352748,0.02514715895247582,0.01266266951356904,0.009037888116641043,0.0079345115663101,0.03657921351416962,0.02130800380420588,0.010322021739159306,0.006517757189059375,16,2
003_10_dimpler,003,no_nasal_depth_contours,"Keeps eye/orbit exclusion and local anatomical regions, but removes depth-ordered nasal contour staging.",${PAPERFIT_ROOT}/research_rigid_upright_hardgate_allpairs_mergedpass_20260622/003_10_dimpler/003_10_dimpler_similarity_icp_regframe.obj,${PAPERFIT_ROOT}/prepared_001_020_cv/pairs/003_18_eye_closed/mesh.ply,31947,31947,5574,5574,0.0,0.0,0.002951660437591284,0.007360809154325522,0.015515897123983184,0.008808149102302074,0.008825736237826797,0.007527746447900187,0.03215783022352748,0.025790965771618015,0.01266266951356904,0.00993423299431128,0.00882555441881812,0.03657921351416962,0.027039199605823582,0.010322021739159306,0.008610514433865464,8,2
003_10_dimpler,003,no_region_weights,"Keeps eye/orbit exclusion and depth contours, but removes additional nasal/midface correspondence weights.",${PAPERFIT_ROOT}/research_rigid_upright_hardgate_allpairs_mergedpass_20260622/003_10_dimpler/003_10_dimpler_similarity_icp_regframe.obj,${PAPERFIT_ROOT}/prepared_001_020_cv/pairs/003_18_eye_closed/mesh.ply,31947,31947,5574,5574,0.0,0.0,0.0029977606324778656,0.006915621702093531,0.018335315673416633,0.008808149102302074,0.00792747857048842,0.006941053243398408,0.03215783022352748,0.0261897433976934,0.01266266951356904,0.008969501942372123,0.008310599948499826,0.03657921351416962,0.02527201349172675,0.010322021739159306,0.005884270893524231,16,2
004_1_neutral,004,proposed_S8,"Eye/orbit exclusion, nasal depth-contour staging, and nasal/midface weights.",${PAPERFIT_ROOT}/research_rigid_upright_hardgate_allpairs_mergedpass_20260622/004_1_neutral/004_1_neutral_similarity_icp_regframe.obj,${PAPERFIT_ROOT}/prepared_001_020_cv/pairs/004_18_eye_closed/mesh.ply,31369,31369,6499,6499,0.0,0.0,0.011156402121123357,0.02433016664775216,0.036616477040187244,0.01949553623750493,0.017519738845720865,0.014460236083834276,0.06292861969866792,0.0544558072072222,0.03035255211316589,0.018862613866617327,0.01596911802617002,0.06904745435743168,0.05198053400868992,0.03022509779371052,0.011722845245651694,16,2
004_1_neutral,004,no_eye_exclusion,Allows eyes-open source eye/orbit vertices to participate in fitting.,${PAPERFIT_ROOT}/research_rigid_upright_hardgate_allpairs_mergedpass_20260622/004_1_neutral/004_1_neutral_similarity_icp_regframe.obj,${PAPERFIT_ROOT}/prepared_001_020_cv/pairs/004_18_eye_closed/mesh.ply,35709,31369,6499,0,0.0,0.0,0.017851569059719997,0.028300024139534887,0.039876051651823445,0.01949553623750493,0.019291460299442877,0.01551613115404936,0.06292861969866792,0.0539024907257385,0.03035255211316589,0.020033857484567145,0.016609720323203635,0.06904745435743168,0.04401005087892944,0.03022509779371052,0.013521266640279696,16,2
004_1_neutral,004,no_nasal_depth_contours,"Keeps eye/orbit exclusion and local anatomical regions, but removes depth-ordered nasal contour staging.",${PAPERFIT_ROOT}/research_rigid_upright_hardgate_allpairs_mergedpass_20260622/004_1_neutral/004_1_neutral_similarity_icp_regframe.obj,${PAPERFIT_ROOT}/prepared_001_020_cv/pairs/004_18_eye_closed/mesh.ply,31369,31369,6499,6499,0.0,0.0,0.005904873027322671,0.013333651991037023,0.028161205061026772,0.01949553623750493,0.01925689028180719,0.015856835327645074,0.06292861969866792,0.054360519416158694,0.03035255211316589,0.02307513022972063,0.019874473442006525,0.06904745435743168,0.05488318263107321,0.03022509779371052,0.02400470385218811,8,2
004_1_neutral,004,no_region_weights,"Keeps eye/orbit exclusion and depth contours, but removes additional nasal/midface correspondence weights.",${PAPERFIT_ROOT}/research_rigid_upright_hardgate_allpairs_mergedpass_20260622/004_1_neutral/004_1_neutral_similarity_icp_regframe.obj,${PAPERFIT_ROOT}/prepared_001_020_cv/pairs/004_18_eye_closed/mesh.ply,31369,31369,6499,6499,0.0,0.0,0.011117315970142537,0.02428467884564453,0.03661114624675304,0.01949553623750493,0.017534509315741444,0.014500407816389116,0.06292861969866792,0.05460408790562893,0.03035255211316589,0.019000613999227325,0.01657635261206608,0.06904745435743168,0.05237509226710476,0.03022509779371052,0.012010338617922283,16,2
004_10_dimpler,004,proposed_S8,"Eye/orbit exclusion, nasal depth-contour staging, and nasal/midface weights.",${PAPERFIT_ROOT}/research_rigid_upright_hardgate_allpairs_mergedpass_20260622/004_10_dimpler/004_10_dimpler_similarity_icp_regframe.obj,${PAPERFIT_ROOT}/prepared_001_020_cv/pairs/004_18_eye_closed/mesh.ply,31407,31407,6534,6534,0.0,0.0,0.009765289460212209,0.019928145526950283,0.03420278607222386,0.016791321969768912,0.01484964463984097,0.012321811603844652,0.049076098198018274,0.044384932602700405,0.0249579757675144,0.01531588154837719,0.013049982890568457,0.05607897699560178,0.040390055512641465,0.023012785908437597,0.009431964573665333,16,2
004_10_dimpler,004,no_eye_exclusion,Allows eyes-open source eye/orbit vertices to participate in fitting.,${PAPERFIT_ROOT}/research_rigid_upright_hardgate_allpairs_mergedpass_20260622/004_10_dimpler/004_10_dimpler_similarity_icp_regframe.obj,${PAPERFIT_ROOT}/prepared_001_020_cv/pairs/004_18_eye_closed/mesh.ply,35709,31407,6534,0,0.0,0.0,0.015580938030998663,0.023754827275325033,0.03682428178863989,0.016791321969768912,0.0157022969311101,0.012573304044280765,0.049076098198018274,0.04428842786006877,0.0249579757675144,0.01644008707190312,0.013516300410892908,0.05607897699560178,0.03366156868910622,0.023012785908437597,0.010691231857433328,16,2
004_10_dimpler,004,no_nasal_depth_contours,"Keeps eye/orbit exclusion and local anatomical regions, but removes depth-ordered nasal contour staging.",${PAPERFIT_ROOT}/research_rigid_upright_hardgate_allpairs_mergedpass_20260622/004_10_dimpler/004_10_dimpler_similarity_icp_regframe.obj,${PAPERFIT_ROOT}/prepared_001_020_cv/pairs/004_18_eye_closed/mesh.ply,31407,31407,6534,6534,0.0,0.0,0.004545641934580442,0.008242921357824284,0.026707843230992852,0.016791321969768912,0.01662818281519869,0.013606034818378349,0.049076098198018274,0.04303578612185187,0.0249579757675144,0.01892944679268002,0.016380812342143482,0.05607897699560178,0.044186671721223425,0.023012785908437597,0.016874381925070285,8,2
004_10_dimpler,004,no_region_weights,"Keeps eye/orbit exclusion and depth contours, but removes additional nasal/midface correspondence weights.",${PAPERFIT_ROOT}/research_rigid_upright_hardgate_allpairs_mergedpass_20260622/004_10_dimpler/004_10_dimpler_similarity_icp_regframe.obj,${PAPERFIT_ROOT}/prepared_001_020_cv/pairs/004_18_eye_closed/mesh.ply,31407,31407,6534,6534,0.0,0.0,0.009719543954423175,0.019865655163963745,0.03407692897542943,0.016791321969768912,0.014849376303351735,0.012370639197596713,0.049076098198018274,0.044418987183463474,0.0249579757675144,0.015481652546817073,0.01360486983750837,0.05607897699560178,0.04077173529249696,0.023012785908437597,0.009660764539413039,16,2
005_1_neutral,005,proposed_S8,"Eye/orbit exclusion, nasal depth-contour staging, and nasal/midface weights.",${PAPERFIT_ROOT}/research_rigid_upright_hardgate_allpairs_mergedpass_20260622/005_1_neutral/005_1_neutral_similarity_icp_regframe.obj,${PAPERFIT_ROOT}/prepared_001_020_cv/pairs/005_18_eye_closed/mesh.ply,32664,32664,4608,4608,0.0,0.0,0.006785291893470285,0.014370051256198578,0.03450254087779397,0.0075147896237993585,0.00804730152561402,0.006286951226247528,0.02641536371634006,0.017503135360966548,0.019302578957246318,0.006502458272798814,0.0052952900690530465,0.04102657134841242,0.014483366283061013,0.01309991039780815,0.004475855971674955,16,2
005_1_neutral,005,no_eye_exclusion,Allows eyes-open source eye/orbit vertices to participate in fitting.,${PAPERFIT_ROOT}/research_rigid_upright_hardgate_allpairs_mergedpass_20260622/005_1_neutral/005_1_neutral_similarity_icp_regframe.obj,${PAPERFIT_ROOT}/prepared_001_020_cv/pairs/005_18_eye_closed/mesh.ply,35709,32664,4608,0,0.0,0.0,0.010216175768958875,0.017425554757591208,0.03462407849681245,0.0075147896237993585,0.008602757712826793,0.006498955043268992,0.02641536371634006,0.015465915982637406,0.019302578957246318,0.007087996136901725,0.005521476337016311,0.04102657134841242,0.013874929776364394,0.01309991039780815,0.005260081878053586,16,2
005_1_neutral,005,no_nasal_depth_contours,"Keeps eye/orbit exclusion and local anatomical regions, but removes depth-ordered nasal contour staging.",${PAPERFIT_ROOT}/research_rigid_upright_hardgate_allpairs_mergedpass_20260622/005_1_neutral/005_1_neutral_similarity_icp_regframe.obj,${PAPERFIT_ROOT}/prepared_001_020_cv/pairs/005_18_eye_closed/mesh.ply,32664,32664,4608,4608,0.0,0.0,0.004118817941802811,0.00783588502777744,0.027776510784191015,0.0075147896237993585,0.007472459460500419,0.006000634780909982,0.02641536371634006,0.019800871780140648,0.019302578957246318,0.010671981613677889,0.008096336027024524,0.04102657134841242,0.019767971959262068,0.01309991039780815,0.007882844988288432,8,2
005_1_neutral,005,no_region_weights,"Keeps eye/orbit exclusion and depth contours, but removes additional nasal/midface correspondence weights.",${PAPERFIT_ROOT}/research_rigid_upright_hardgate_allpairs_mergedpass_20260622/005_1_neutral/005_1_neutral_similarity_icp_regframe.obj,${PAPERFIT_ROOT}/prepared_001_020_cv/pairs/005_18_eye_closed/mesh.ply,32664,32664,4608,4608,0.0,0.0,0.0067960153175344136,0.01442146906830763,0.03355955961548359,0.0075147896237993585,0.008054575347993444,0.006309662334245141,0.02641536371634006,0.017574776412111217,0.019302578957246318,0.0065793517943301995,0.005554704771165265,0.04102657134841242,0.015269916593216953,0.01309991039780815,0.004541661297595949,16,2
005_10_dimpler,005,proposed_S8,"Eye/orbit exclusion, nasal depth-contour staging, and nasal/midface weights.",${PAPERFIT_ROOT}/research_rigid_upright_hardgate_allpairs_mergedpass_20260622/005_10_dimpler/005_10_dimpler_similarity_icp_regframe.obj,${PAPERFIT_ROOT}/prepared_001_020_cv/pairs/005_18_eye_closed/mesh.ply,32586,32586,4737,4737,0.0,0.0,0.00706258037755499,0.015361538547926979,0.03197242616322636,0.006899821251559274,0.0081125467553965,0.0063598717900906696,0.022780551419500736,0.015992891758828245,0.019273095042688267,0.0071476627741688965,0.005840206926996085,0.0481316126492233,0.02294218520340953,0.013314337391870133,0.004537627597420322,16,2
005_10_dimpler,005,no_eye_exclusion,Allows eyes-open source eye/orbit vertices to participate in fitting.,${PAPERFIT_ROOT}/research_rigid_upright_hardgate_allpairs_mergedpass_20260622/005_10_dimpler/005_10_dimpler_similarity_icp_regframe.obj,${PAPERFIT_ROOT}/prepared_001_020_cv/pairs/005_18_eye_closed/mesh.ply,35709,32586,4737,0,0.0,0.0,0.010548106074894783,0.019182591971023736,0.033378598167372375,0.006899821251559274,0.009727886365657825,0.007216933486550149,0.022780551419500736,0.015650835522241578,0.019273095042688267,0.00730100652309716,0.005882231776345014,0.0481316126492233,0.023207916629099254,0.013314337391870133,0.004725734099241717,16,2
005_10_dimpler,005,no_nasal_depth_contours,"Keeps eye/orbit exclusion and local anatomical regions, but removes depth-ordered nasal contour staging.",${PAPERFIT_ROOT}/research_rigid_upright_hardgate_allpairs_mergedpass_20260622/005_10_dimpler/005_10_dimpler_similarity_icp_regframe.obj,${PAPERFIT_ROOT}/prepared_001_020_cv/pairs/005_18_eye_closed/mesh.ply,32586,32586,4737,4737,0.0,0.0,0.0033386245428703664,0.00609293448019262,0.02283741906820056,0.006899821251559274,0.006849701956125732,0.0056366223074238485,0.022780551419500736,0.017592873029418254,0.019273095042688267,0.010650433429311396,0.0084596938909026,0.0481316126492233,0.029353948562907108,0.013314337391870133,0.008169167899415455,8,2
005_10_dimpler,005,no_region_weights,"Keeps eye/orbit exclusion and depth contours, but removes additional nasal/midface correspondence weights.",${PAPERFIT_ROOT}/research_rigid_upright_hardgate_allpairs_mergedpass_20260622/005_10_dimpler/005_10_dimpler_similarity_icp_regframe.obj,${PAPERFIT_ROOT}/prepared_001_020_cv/pairs/005_18_eye_closed/mesh.ply,32586,32586,4737,4737,0.0,0.0,0.007069182968648591,0.01537255820383411,0.031973651551438644,0.006899821251559274,0.008125077705201905,0.006389263017085674,0.022780551419500736,0.016021760021902618,0.019273095042688267,0.0072455396642177265,0.006137429654978152,0.0481316126492233,0.023699715669312026,0.013314337391870133,0.004643878767816296,16,2
